,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Market Sizes | Historical/Forecast,,,,,,,,,,,
Geography,Category,Data Type,Unit,Current Constant,2017,2018,2019,2020,2021,2022,2023
Austria,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Austria,Asian Speciality Drinks,Off-trade Value RSP,EUR million,Current Prices,-,-,-,-,-,-,-
Belgium,HW Soft Drinks,Retail Volume,million litres,-,"1,746.9","1,787.2","1,743.6","1,861.7","1,852.5","1,797.1","1,779.5"
Belgium,HW Soft Drinks,Retail Value RSP,EUR million,Current Prices,"1,545.0","1,604.8","1,611.6","1,747.1","1,797.1","1,786.9","1,806.5"
Belgium,Soft Drinks,Off-trade Volume,million litres,-,"2,515.0","2,565.6","2,503.0","2,647.6","2,583.2","2,569.6","2,555.4"
Belgium,Soft Drinks,Off-trade Value RSP,EUR million,Current Prices,"2,550.1","2,649.4","2,649.6","2,808.6","2,846.2","3,038.1","3,138.1"
Belgium,Bottled Water,Off-trade Volume,million litres,-,"1,126.3","1,159.9","1,119.6","1,189.4","1,128.9","1,132.9","1,118.9"
Belgium,Bottled Water,Off-trade Value RSP,EUR million,Current Prices,574.8,597.0,585.7,632.1,609.9,654.4,665.7
Belgium,Carbonates,Off-trade Volume,million litres,-,926.1,939.0,923.4,973.8,972.8,953.2,951.5
Belgium,Carbonates,Off-trade Value RSP,EUR million,Current Prices,"1,192.4","1,238.8","1,235.5","1,295.7","1,333.8","1,393.6","1,431.7"
Belgium,Regular Carbonates,Off-trade Volume,million litres,-,498.0,498.7,477.6,493.6,473.7,448.7,433.7
Belgium,Regular Carbonates,Off-trade Value RSP,EUR million,Current Prices,647.8,662.9,639.5,646.2,639.1,642.6,634.3
Belgium,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,428.1,440.3,445.8,480.2,499.1,504.5,517.9
Belgium,Reduced Sugar Carbonates,Off-trade Value RSP,EUR million,Current Prices,544.6,575.9,596.0,649.5,694.7,751.1,797.4
Belgium,Concentrates,Off-trade Volume,million litres,-,7.9,8.0,8.2,9.9,9.5,9.9,10.2
Belgium,Concentrates,Off-trade Value RSP,EUR million,Current Prices,42.3,42.9,44.2,53.5,51.9,57.0,60.5
Belgium,Juice,Off-trade Volume,million litres,-,247.9,244.1,232.9,248.2,240.4,235.2,230.6
Belgium,Juice,Off-trade Value RSP,EUR million,Current Prices,351.7,351.5,341.4,364.4,355.7,374.5,377.7
Belgium,RTD Coffee,Off-trade Volume,million litres,-,4.5,6.0,6.7,7.0,7.8,8.3,8.9
Belgium,RTD Coffee,Off-trade Value RSP,EUR million,Current Prices,33.3,45.1,51.3,54.5,64.7,76.7,86.0
Belgium,RTD Tea,Off-trade Volume,million litres,-,120.1,124.8,127.0,130.7,128.2,126.2,124.9
Belgium,RTD Tea,Off-trade Value RSP,EUR million,Current Prices,152.0,160.7,166.9,171.5,174.1,182.6,187.3
Belgium,Energy Drinks,Off-trade Volume,million litres,-,49.2,51.3,52.7,58.6,63.4,69.0,73.5
Belgium,Energy Drinks,Off-trade Value RSP,EUR million,Current Prices,128.3,137.8,148.2,167.8,181.5,212.6,235.2
Belgium,Sports Drinks,Off-trade Volume,million litres,-,33.0,32.5,32.4,29.9,32.2,35.0,36.8
Belgium,Sports Drinks,Off-trade Value RSP,EUR million,Current Prices,75.4,75.6,76.1,69.0,74.7,86.7,94.0
Belgium,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Belgium,Asian Speciality Drinks,Off-trade Value RSP,EUR million,Current Prices,-,-,-,-,-,-,-
Denmark,HW Soft Drinks,Retail Volume,million litres,-,371.4,381.4,391.0,418.7,416.2,431.1,444.3
Denmark,HW Soft Drinks,Retail Value RSP,DKK million,Current Prices,"5,606.1","5,931.7","6,175.6","6,680.3","6,738.5","7,033.0","7,342.5"
Denmark,Soft Drinks,Off-trade Volume,million litres,-,666.0,680.8,692.4,736.1,798.0,826.6,844.3
Denmark,Soft Drinks,Off-trade Value RSP,DKK million,Current Prices,"9,848.7","10,186.1","10,414.6","11,184.6","11,981.9","13,234.2","14,030.6"
Denmark,Bottled Water,Off-trade Volume,million litres,-,109.5,111.3,113.4,120.1,122.3,124.3,127.0
Denmark,Bottled Water,Off-trade Value RSP,DKK million,Current Prices,"1,276.3","1,324.1","1,340.7","1,446.7","1,515.2","1,649.7","1,760.7"
Denmark,Carbonates,Off-trade Volume,million litres,-,373.8,382.1,386.6,412.0,460.0,473.1,480.0
Denmark,Carbonates,Off-trade Value RSP,DKK million,Current Prices,"4,126.1","4,186.1","4,222.2","4,509.3","4,920.6","5,334.8","5,550.2"
Denmark,Regular Carbonates,Off-trade Volume,million litres,-,239.9,244.4,245.9,259.2,263.4,267.4,268.1
Denmark,Regular Carbonates,Off-trade Value RSP,DKK million,Current Prices,"2,859.1","2,854.2","2,854.5","3,031.5","3,022.3","3,228.5","3,309.2"
Denmark,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,133.9,137.7,140.7,152.9,196.6,205.7,211.9
Denmark,Reduced Sugar Carbonates,Off-trade Value RSP,DKK million,Current Prices,"1,267.0","1,331.9","1,367.8","1,477.9","1,898.4","2,106.3","2,241.0"
Denmark,Concentrates,Off-trade Volume,million litres,-,31.2,30.8,30.3,31.2,30.4,29.6,28.8
Denmark,Concentrates,Off-trade Value RSP,DKK million,Current Prices,"1,094.4","1,087.8","1,076.0","1,121.1","1,089.7","1,116.6","1,122.9"
Denmark,Juice,Off-trade Volume,million litres,-,107.5,107.7,107.5,109.9,110.3,113.5,116.0
Denmark,Juice,Off-trade Value RSP,DKK million,Current Prices,"2,025.1","2,108.4","2,108.0","2,229.3","2,250.4","2,439.1","2,594.7"
Denmark,RTD Coffee,Off-trade Volume,million litres,-,0.9,1.0,1.1,1.1,1.2,1.3,1.4
Denmark,RTD Coffee,Off-trade Value RSP,DKK million,Current Prices,52.1,55.7,60.6,65.2,68.3,77.9,86.9
Denmark,RTD Tea,Off-trade Volume,million litres,-,18.8,19.7,20.4,22.3,23.5,24.9,26.2
Denmark,RTD Tea,Off-trade Value RSP,DKK million,Current Prices,376.9,399.5,412.7,450.2,476.1,535.8,590.3
Denmark,Energy Drinks,Off-trade Volume,million litres,-,23.5,27.4,32.3,38.5,49.4,58.8,63.8
Denmark,Energy Drinks,Off-trade Value RSP,DKK million,Current Prices,879.2,"1,004.3","1,174.0","1,342.6","1,640.7","2,057.2","2,300.2"
Denmark,Sports Drinks,Off-trade Volume,million litres,-,0.9,0.9,0.9,0.9,1.0,1.0,1.0
Denmark,Sports Drinks,Off-trade Value RSP,DKK million,Current Prices,18.6,20.1,20.5,20.3,20.7,23.2,24.7
Denmark,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Denmark,Asian Speciality Drinks,Off-trade Value RSP,DKK million,Current Prices,-,-,-,-,-,-,-
Finland,HW Soft Drinks,Retail Volume,million litres,-,341.0,369.5,379.7,422.7,451.6,471.7,492.8
Finland,HW Soft Drinks,Retail Value RSP,EUR million,Current Prices,818.9,876.0,912.8,"1,029.3","1,126.9","1,222.2","1,305.3"
Finland,Soft Drinks,Off-trade Volume,million litres,-,619.4,663.1,667.6,708.7,748.1,772.4,798.7
Finland,Soft Drinks,Off-trade Value RSP,EUR million,Current Prices,"1,310.9","1,405.2","1,437.8","1,586.9","1,771.4","1,954.4","2,090.2"
Finland,Bottled Water,Off-trade Volume,million litres,-,96.6,115.4,120.3,136.3,154.8,163.2,173.4
Finland,Bottled Water,Off-trade Value RSP,EUR million,Current Prices,204.2,225.2,224.0,255.0,291.1,324.4,349.5
Finland,Carbonates,Off-trade Volume,million litres,-,261.3,284.3,288.1,306.7,322.4,333.6,343.3
Finland,Carbonates,Off-trade Value RSP,EUR million,Current Prices,467.7,503.4,503.6,552.9,635.1,691.2,732.0
Finland,Regular Carbonates,Off-trade Volume,million litres,-,169.1,183.1,182.3,179.6,177.4,173.5,172.4
Finland,Regular Carbonates,Off-trade Value RSP,EUR million,Current Prices,311.8,335.6,329.1,345.0,388.3,400.6,413.9
Finland,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,92.2,101.2,105.7,127.1,144.9,160.1,171.0
Finland,Reduced Sugar Carbonates,Off-trade Value RSP,EUR million,Current Prices,155.9,167.7,174.4,207.9,246.8,290.6,318.1
Finland,Concentrates,Off-trade Volume,million litres,-,16.1,15.9,15.2,15.4,15.1,15.3,15.2
Finland,Concentrates,Off-trade Value RSP,EUR million,Current Prices,87.0,88.5,87.5,96.3,101.6,110.0,115.3
Finland,Juice,Off-trade Volume,million litres,-,210.9,208.7,199.5,198.9,197.0,191.7,188.5
Finland,Juice,Off-trade Value RSP,EUR million,Current Prices,382.8,393.0,389.4,401.6,410.8,420.7,418.9
Finland,RTD Coffee,Off-trade Volume,million litres,-,1.5,2.0,2.2,2.4,2.6,2.8,2.9
Finland,RTD Coffee,Off-trade Value RSP,EUR million,Current Prices,11.1,15.2,18.0,19.7,21.6,23.8,24.6
Finland,RTD Tea,Off-trade Volume,million litres,-,5.4,5.9,7.0,7.4,7.9,8.4,8.7
Finland,RTD Tea,Off-trade Value RSP,EUR million,Current Prices,6.5,10.5,19.1,23.7,28.2,31.6,35.2
Finland,Energy Drinks,Off-trade Volume,million litres,-,25.0,28.0,32.3,38.3,45.3,54.3,63.4
Finland,Energy Drinks,Off-trade Value RSP,EUR million,Current Prices,139.2,156.5,182.2,222.8,269.3,337.4,398.8
Finland,Sports Drinks,Off-trade Volume,million litres,-,2.8,2.9,3.1,3.4,3.0,3.2,3.3
Finland,Sports Drinks,Off-trade Value RSP,EUR million,Current Prices,12.4,12.9,13.8,15.0,13.8,15.3,15.9
Finland,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Finland,Asian Speciality Drinks,Off-trade Value RSP,EUR million,Current Prices,-,-,-,-,-,-,-
France,HW Soft Drinks,Retail Volume,million litres,-,"10,617.3","10,924.8","10,744.2","10,858.2","10,884.3","10,856.9","10,949.4"
France,HW Soft Drinks,Retail Value RSP,EUR million,Current Prices,"5,860.7","6,024.1","6,085.9","6,104.7","6,158.6","6,299.6","6,493.0"
France,Soft Drinks,Off-trade Volume,million litres,-,"13,271.5","13,541.7","13,223.7","13,322.6","13,127.2","13,294.1","13,346.7"
France,Soft Drinks,Off-trade Value RSP,EUR million,Current Prices,"8,994.7","9,163.8","9,183.8","9,184.2","9,216.8","9,770.1","10,234.0"
France,Bottled Water,Off-trade Volume,million litres,-,"8,899.2","9,211.1","9,039.8","9,151.1","8,967.2","9,110.5","9,160.2"
France,Bottled Water,Off-trade Value RSP,EUR million,Current Prices,"2,842.1","2,926.6","2,920.9","2,894.9","2,839.3","2,964.5","3,089.7"
France,Carbonates,Off-trade Volume,million litres,-,"1,912.3","1,839.0","1,781.8","1,814.9","1,830.8","1,855.5","1,868.3"
France,Carbonates,Off-trade Value RSP,EUR million,Current Prices,"2,109.8","2,070.9","2,129.6","2,171.2","2,260.2","2,420.6","2,557.0"
France,Regular Carbonates,Off-trade Volume,million litres,-,"1,507.6","1,435.2","1,366.0","1,365.3","1,352.5","1,352.9","1,341.7"
France,Regular Carbonates,Off-trade Value RSP,EUR million,Current Prices,"1,626.5","1,572.0","1,595.8","1,604.5","1,643.5","1,737.2","1,807.8"
France,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,404.6,403.8,415.7,449.6,478.4,502.6,526.6
France,Reduced Sugar Carbonates,Off-trade Value RSP,EUR million,Current Prices,483.3,498.9,533.8,566.7,616.7,683.4,749.2
France,Concentrates,Off-trade Volume,million litres,-,167.2,166.8,161.0,170.6,151.3,155.8,154.5
France,Concentrates,Off-trade Value RSP,EUR million,Current Prices,511.7,520.8,510.6,532.9,485.5,524.9,546.2
France,Juice,Off-trade Volume,million litres,-,"1,837.8","1,806.6","1,686.0","1,626.2","1,590.2","1,537.3","1,498.0"
France,Juice,Off-trade Value RSP,EUR million,Current Prices,"2,883.6","2,898.1","2,802.8","2,744.4","2,706.5","2,766.2","2,820.9"
France,RTD Coffee,Off-trade Volume,million litres,-,4.5,5.1,5.6,5.0,4.9,4.9,5.1
France,RTD Coffee,Off-trade Value RSP,EUR million,Current Prices,37.6,44.2,49.3,44.3,43.4,46.4,49.7
France,RTD Tea,Off-trade Volume,million litres,-,373.3,428.4,452.5,448.1,455.9,478.0,493.6
France,RTD Tea,Off-trade Value RSP,EUR million,Current Prices,369.6,441.3,468.8,460.1,478.4,527.0,574.3
France,Energy Drinks,Off-trade Volume,million litres,-,68.0,74.9,87.0,98.4,118.3,143.1,157.7
France,Energy Drinks,Off-trade Value RSP,EUR million,Current Prices,213.9,234.8,273.8,312.6,378.5,493.3,567.7
France,Sports Drinks,Off-trade Volume,million litres,-,8.5,8.9,9.2,7.5,7.9,8.3,8.5
France,Sports Drinks,Off-trade Value RSP,EUR million,Current Prices,21.3,21.9,22.7,18.8,19.9,21.7,22.7
France,Asian Speciality Drinks,Off-trade Volume,million litres,-,0.8,0.8,0.8,0.7,0.7,0.8,0.8
France,Asian Speciality Drinks,Off-trade Value RSP,EUR million,Current Prices,5.0,5.2,5.3,4.9,5.1,5.5,5.7
Germany,HW Soft Drinks,Retail Volume,million litres,-,"13,353.5","13,644.1","13,381.8","13,441.2","13,380.0","13,334.5","13,309.9"
Germany,HW Soft Drinks,Retail Value RSP,EUR million,Current Prices,"9,022.4","9,609.9","9,875.8","10,479.6","10,942.0","11,316.9","11,659.2"
Germany,Soft Drinks,Off-trade Volume,million litres,-,"20,469.9","20,856.1","20,284.7","20,309.7","19,712.1","19,552.9","19,458.9"
Germany,Soft Drinks,Off-trade Value RSP,EUR million,Current Prices,"14,184.5","15,074.4","15,269.4","16,032.5","16,439.9","17,980.7","18,949.7"
Germany,Bottled Water,Off-trade Volume,million litres,-,"10,476.4","10,646.0","10,087.7","9,700.2","9,069.4","8,928.2","8,833.6"
Germany,Bottled Water,Off-trade Value RSP,EUR million,Current Prices,"4,261.9","4,450.9","4,333.1","4,257.0","4,139.2","4,405.5","4,570.1"
Germany,Carbonates,Off-trade Volume,million litres,-,"5,937.4","6,074.7","6,021.6","6,236.0","6,269.4","6,257.9","6,249.6"
Germany,Carbonates,Off-trade Value RSP,EUR million,Current Prices,"4,534.7","4,861.5","4,923.1","5,198.5","5,382.9","5,790.5","6,049.1"
Germany,Regular Carbonates,Off-trade Volume,million litres,-,"4,066.7","4,151.8","3,971.1","4,040.8","3,995.1","3,945.1","3,912.1"
Germany,Regular Carbonates,Off-trade Value RSP,EUR million,Current Prices,"3,084.2","3,303.5","3,239.9","3,368.7","3,441.4","3,674.6","3,820.8"
Germany,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,"1,870.7","1,922.9","2,050.5","2,195.3","2,274.3","2,312.8","2,337.5"
Germany,Reduced Sugar Carbonates,Off-trade Value RSP,EUR million,Current Prices,"1,450.5","1,558.0","1,683.1","1,829.8","1,941.5","2,115.9","2,228.3"
Germany,Concentrates,Off-trade Volume,million litres,-,32.0,33.8,36.1,51.6,55.5,60.5,64.8
Germany,Concentrates,Off-trade Value RSP,EUR million,Current Prices,175.5,182.8,192.2,251.7,277.3,350.7,392.0
Germany,Juice,Off-trade Volume,million litres,-,"2,456.9","2,403.9","2,341.7","2,435.8","2,383.7","2,342.1","2,314.4"
Germany,Juice,Off-trade Value RSP,EUR million,Current Prices,"3,024.4","3,113.3","3,120.5","3,334.8","3,395.8","3,619.0","3,753.5"
Germany,RTD Coffee,Off-trade Volume,million litres,-,83.1,98.9,111.6,105.9,99.3,106.4,109.8
Germany,RTD Coffee,Off-trade Value RSP,EUR million,Current Prices,254.8,307.1,350.2,325.2,313.6,396.7,443.0
Germany,RTD Tea,Off-trade Volume,million litres,-,899.9,940.8,966.6,973.4,"1,019.5","1,033.4","1,046.8"
Germany,RTD Tea,Off-trade Value RSP,EUR million,Current Prices,548.7,586.1,613.3,667.7,771.2,936.3,"1,045.3"
Germany,Energy Drinks,Off-trade Volume,million litres,-,411.8,470.8,522.3,607.6,619.3,627.7,641.3
Germany,Energy Drinks,Off-trade Value RSP,EUR million,Current Prices,"1,096.1","1,263.5","1,412.3","1,666.2","1,826.4","2,123.4","2,318.8"
Germany,Sports Drinks,Off-trade Volume,million litres,-,171.5,186.3,196.0,198.1,195.1,195.7,197.5
Germany,Sports Drinks,Off-trade Value RSP,EUR million,Current Prices,285.7,306.4,321.9,328.3,330.4,355.4,374.4
Germany,Asian Speciality Drinks,Off-trade Volume,million litres,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Germany,Asian Speciality Drinks,Off-trade Value RSP,EUR million,Current Prices,2.7,2.8,2.9,3.0,3.1,3.3,3.4
Greece,HW Soft Drinks,Retail Volume,million litres,-,572.6,606.6,654.8,692.9,706.2,718.4,732.2
Greece,HW Soft Drinks,Retail Value RSP,EUR million,Current Prices,616.4,647.8,703.2,715.8,759.1,771.7,791.1
Greece,Soft Drinks,Off-trade Volume,million litres,-,"1,040.0","1,079.2","1,139.0","1,218.8","1,252.8","1,246.9","1,246.3"
Greece,Soft Drinks,Off-trade Value RSP,EUR million,Current Prices,"1,017.6","1,044.8","1,119.1","1,124.3","1,187.7","1,234.2","1,277.0"
Greece,Bottled Water,Off-trade Volume,million litres,-,666.5,702.6,743.6,764.9,784.1,795.0,805.5
Greece,Bottled Water,Off-trade Value RSP,EUR million,Current Prices,388.7,410.0,438.4,422.8,443.6,477.8,498.3
Greece,Carbonates,Off-trade Volume,million litres,-,233.8,233.2,248.0,286.9,290.6,282.9,271.9
Greece,Carbonates,Off-trade Value RSP,EUR million,Current Prices,320.4,323.5,357.8,366.3,373.8,378.2,375.3
Greece,Regular Carbonates,Off-trade Volume,million litres,-,188.8,185.7,196.0,208.1,200.6,193.1,185.2
Greece,Regular Carbonates,Off-trade Value RSP,EUR million,Current Prices,258.0,257.7,279.1,267.6,260.2,251.9,246.8
Greece,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,45.0,47.5,52.1,78.8,90.0,89.8,86.8
Greece,Reduced Sugar Carbonates,Off-trade Value RSP,EUR million,Current Prices,62.5,65.7,78.6,98.7,113.7,126.4,128.5
Greece,Concentrates,Off-trade Volume,million litres,-,1.1,1.0,0.9,0.9,0.8,0.8,0.8
Greece,Concentrates,Off-trade Value RSP,EUR million,Current Prices,4.4,4.0,3.8,3.7,3.6,3.6,3.6
Greece,Juice,Off-trade Volume,million litres,-,112.0,110.8,110.3,125.1,127.5,118.5,116.2
Greece,Juice,Off-trade Value RSP,EUR million,Current Prices,213.1,213.3,213.0,211.4,217.2,215.6,230.8
Greece,RTD Coffee,Off-trade Volume,million litres,-,0.6,0.6,0.7,0.6,0.8,0.9,1.0
Greece,RTD Coffee,Off-trade Value RSP,EUR million,Current Prices,4.1,4.4,4.5,4.7,5.8,7.1,8.0
Greece,RTD Tea,Off-trade Volume,million litres,-,12.6,16.1,17.5,16.9,18.6,16.7,17.0
Greece,RTD Tea,Off-trade Value RSP,EUR million,Current Prices,30.9,32.0,34.1,33.0,36.6,36.3,38.1
Greece,Energy Drinks,Off-trade Volume,million litres,-,11.8,13.2,16.4,21.9,28.9,30.4,32.4
Greece,Energy Drinks,Off-trade Value RSP,EUR million,Current Prices,50.4,52.2,62.2,77.4,102.1,110.3,117.5
Greece,Sports Drinks,Off-trade Volume,million litres,-,1.6,1.6,1.6,1.6,1.5,1.6,1.5
Greece,Sports Drinks,Off-trade Value RSP,EUR million,Current Prices,5.6,5.5,5.4,5.0,4.9,5.3,5.3
Greece,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Greece,Asian Speciality Drinks,Off-trade Value RSP,EUR million,Current Prices,-,-,-,-,-,-,-
Ireland,HW Soft Drinks,Retail Volume,million litres,-,393.1,402.9,417.3,451.4,446.9,454.6,461.4
Ireland,HW Soft Drinks,Retail Value RSP,EUR million,Current Prices,606.3,629.3,663.1,723.8,743.1,781.3,817.1
Ireland,Soft Drinks,Off-trade Volume,million litres,-,675.7,688.8,706.2,765.9,771.5,773.6,780.4
Ireland,Soft Drinks,Off-trade Value RSP,EUR million,Current Prices,"1,018.4","1,055.9","1,108.9","1,201.2","1,248.9","1,343.4","1,414.3"
Ireland,Bottled Water,Off-trade Volume,million litres,-,186.8,194.7,206.6,230.1,236.9,240.0,244.5
Ireland,Bottled Water,Off-trade Value RSP,EUR million,Current Prices,188.5,198.5,213.5,235.1,246.8,262.2,275.7
Ireland,Carbonates,Off-trade Volume,million litres,-,318.8,320.0,321.2,350.2,340.6,336.0,333.5
Ireland,Carbonates,Off-trade Value RSP,EUR million,Current Prices,449.6,461.1,478.8,528.6,526.3,559.4,580.0
Ireland,Regular Carbonates,Off-trade Volume,million litres,-,203.0,202.5,200.4,213.3,207.8,204.6,201.6
Ireland,Regular Carbonates,Off-trade Value RSP,EUR million,Current Prices,272.8,279.1,284.4,306.1,305.3,323.9,333.4
Ireland,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,115.8,117.5,120.8,136.9,132.9,131.4,131.8
Ireland,Reduced Sugar Carbonates,Off-trade Value RSP,EUR million,Current Prices,176.7,182.1,194.4,222.4,221.0,235.5,246.6
Ireland,Concentrates,Off-trade Volume,million litres,-,41.2,42.0,42.9,47.7,48.6,49.0,49.7
Ireland,Concentrates,Off-trade Value RSP,EUR million,Current Prices,73.4,76.0,78.9,86.9,89.5,95.0,100.3
Ireland,Juice,Off-trade Volume,million litres,-,87.0,89.2,91.6,93.7,95.7,96.5,98.0
Ireland,Juice,Off-trade Value RSP,EUR million,Current Prices,159.5,167.6,176.5,183.3,192.9,208.8,221.1
Ireland,RTD Coffee,Off-trade Volume,million litres,-,0.2,0.2,0.3,0.3,0.3,0.4,0.5
Ireland,RTD Coffee,Off-trade Value RSP,EUR million,Current Prices,2.1,2.4,2.7,3.2,3.9,4.9,6.0
Ireland,RTD Tea,Off-trade Volume,million litres,-,0.8,1.1,1.1,1.3,1.4,1.5,1.6
Ireland,RTD Tea,Off-trade Value RSP,EUR million,Current Prices,1.6,2.2,2.4,2.8,3.2,3.6,4.0
Ireland,Energy Drinks,Off-trade Volume,million litres,-,26.4,26.8,27.6,28.8,32.5,34.1,35.8
Ireland,Energy Drinks,Off-trade Value RSP,EUR million,Current Prices,98.9,102.3,108.3,115.9,134.6,151.7,164.3
Ireland,Sports Drinks,Off-trade Volume,million litres,-,14.5,14.7,14.9,13.9,15.5,16.1,16.9
Ireland,Sports Drinks,Off-trade Value RSP,EUR million,Current Prices,44.8,45.7,47.7,45.3,51.7,57.9,62.9
Ireland,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Ireland,Asian Speciality Drinks,Off-trade Value RSP,EUR million,Current Prices,-,-,-,-,-,-,-
Italy,HW Soft Drinks,Retail Volume,million litres,-,"10,717.0","10,615.2","10,635.8","10,741.0","10,699.2","10,683.7","10,700.3"
Italy,HW Soft Drinks,Retail Value RSP,EUR million,Current Prices,"3,317.2","3,347.7","3,407.5","3,389.4","3,374.3","3,419.3","3,484.8"
Italy,Soft Drinks,Off-trade Volume,million litres,-,"12,867.8","12,691.8","12,668.0","12,744.1","13,077.6","13,044.6","12,968.3"
Italy,Soft Drinks,Off-trade Value RSP,EUR million,Current Prices,"5,612.9","5,584.2","5,611.8","5,566.2","5,807.3","6,090.2","6,316.7"
Italy,Bottled Water,Off-trade Volume,million litres,-,"10,033.0","9,917.7","9,922.3","10,007.2","10,309.8","10,325.6","10,265.7"
Italy,Bottled Water,Off-trade Value RSP,EUR million,Current Prices,"2,304.9","2,306.7","2,332.1","2,286.4","2,373.0","2,446.7","2,525.4"
Italy,Carbonates,Off-trade Volume,million litres,-,"1,689.3","1,623.4","1,596.0","1,609.3","1,613.2","1,551.1","1,514.1"
Italy,Carbonates,Off-trade Value RSP,EUR million,Current Prices,"1,526.7","1,494.2","1,499.3","1,531.5","1,582.7","1,640.8","1,665.4"
Italy,Regular Carbonates,Off-trade Volume,million litres,-,"1,435.6","1,364.1","1,327.5","1,326.2","1,321.2","1,262.8","1,219.5"
Italy,Regular Carbonates,Off-trade Value RSP,EUR million,Current Prices,"1,284.1","1,242.6","1,235.0","1,249.9","1,284.0","1,321.8","1,326.3"
Italy,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,253.7,259.4,268.5,283.1,292.0,288.3,294.6
Italy,Reduced Sugar Carbonates,Off-trade Value RSP,EUR million,Current Prices,242.6,251.6,264.3,281.6,298.7,319.0,339.1
Italy,Concentrates,Off-trade Volume,million litres,-,17.9,16.8,15.8,15.2,15.1,14.6,14.5
Italy,Concentrates,Off-trade Value RSP,EUR million,Current Prices,116.4,114.9,113.8,111.9,113.1,117.7,119.7
Italy,Juice,Off-trade Volume,million litres,-,624.2,606.3,589.6,591.5,587.6,576.6,571.9
Italy,Juice,Off-trade Value RSP,EUR million,Current Prices,"1,043.8","1,010.0",982.4,979.6,994.9,"1,034.1","1,064.4"
Italy,RTD Coffee,Off-trade Volume,million litres,-,0.7,0.7,0.8,0.7,0.8,0.7,0.8
Italy,RTD Coffee,Off-trade Value RSP,EUR million,Current Prices,7.5,7.9,8.1,7.9,8.4,8.8,9.4
Italy,RTD Tea,Off-trade Volume,million litres,-,416.0,435.3,449.9,431.4,445.4,455.2,469.8
Italy,RTD Tea,Off-trade Value RSP,EUR million,Current Prices,396.3,421.1,437.3,420.2,446.6,477.6,511.0
Italy,Energy Drinks,Off-trade Volume,million litres,-,29.9,32.6,34.8,35.7,49.3,61.4,70.1
Italy,Energy Drinks,Off-trade Value RSP,EUR million,Current Prices,118.7,126.9,135.7,137.1,188.6,251.1,299.2
Italy,Sports Drinks,Off-trade Volume,million litres,-,56.8,58.8,58.9,53.0,56.5,59.3,61.5
Italy,Sports Drinks,Off-trade Value RSP,EUR million,Current Prices,98.6,102.5,103.0,91.6,100.0,113.4,122.2
Italy,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Italy,Asian Speciality Drinks,Off-trade Value RSP,EUR million,Current Prices,-,-,-,-,-,-,-
Netherlands,HW Soft Drinks,Retail Volume,million litres,-,"1,155.5","1,290.0","1,323.6","1,373.4","1,381.6","1,399.4","1,418.8"
Netherlands,HW Soft Drinks,Retail Value RSP,EUR million,Current Prices,"1,565.7","1,744.1","1,863.5","1,980.0","2,057.9","2,140.6","2,232.2"
Netherlands,Soft Drinks,Off-trade Volume,million litres,-,"2,238.7","2,300.1","2,273.7","2,340.5","2,332.6","2,292.4","2,314.8"
Netherlands,Soft Drinks,Off-trade Value RSP,EUR million,Current Prices,"2,574.3","2,697.4","2,798.8","2,945.1","3,036.1","3,221.8","3,400.3"
Netherlands,Bottled Water,Off-trade Volume,million litres,-,513.8,561.9,564.9,570.5,567.8,549.5,555.2
Netherlands,Bottled Water,Off-trade Value RSP,EUR million,Current Prices,443.4,483.8,500.1,510.9,516.4,538.6,567.6
Netherlands,Carbonates,Off-trade Volume,million litres,-,877.6,876.2,863.2,890.7,888.7,883.0,882.5
Netherlands,Carbonates,Off-trade Value RSP,EUR million,Current Prices,824.8,847.7,871.8,918.9,945.1,"1,000.3","1,053.7"
Netherlands,Regular Carbonates,Off-trade Volume,million litres,-,558.3,490.4,373.5,359.0,346.1,340.5,330.7
Netherlands,Regular Carbonates,Off-trade Value RSP,EUR million,Current Prices,510.4,453.5,363.1,352.2,346.9,363.8,368.9
Netherlands,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,319.3,385.8,489.7,531.7,542.6,542.5,551.8
Netherlands,Reduced Sugar Carbonates,Off-trade Value RSP,EUR million,Current Prices,314.4,394.1,508.8,566.7,598.2,636.5,684.9
