,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Pack Type | Historical/Forecast,,,,,,,,,,,,
Geography,Category,Packaging Class,Pack Type,Data Type,Unit,2017,2018,2019,2020,2021,2022,2023
Denmark,Soft Drinks Packaging,Total,Metal,Retail/off-trade Unit Volume,million units,132.1,146.4,163.5,187.1,224.6,256.4,273.8
Spain,Soft Drinks Packaging,Total,Metal,Retail/off-trade Unit Volume,million units,"2,646.6","2,621.1","2,686.2","2,637.2","2,649.4","2,708.7","2,739.5"
Finland,Soft Drinks Packaging,Total,Metal,Retail/off-trade Unit Volume,million units,216.3,236.3,249.1,272.1,294.5,317.1,338.0
France,Soft Drinks Packaging,Total,Metal,Retail/off-trade Unit Volume,million units,"2,992.4","3,068.3","3,070.0","3,050.4","3,150.7","3,305.1","3,454.4"
France,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"2,882.6","2,959.9","2,968.5","2,945.6","3,054.8","3,204.2","3,353.6"
Finland,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,216.3,236.3,249.1,272.1,294.5,317.1,338.0
Spain,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"2,644.0","2,618.9","2,684.6","2,635.6","2,647.9","2,707.5","2,738.6"
Denmark,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,132.1,146.4,163.5,187.1,224.6,256.4,273.8
Chile,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,297.4,315.2,354.8,395.9,520.3,620.6,718.8
China,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"17,469.8","17,897.1","18,490.7","17,426.1","18,543.5","19,312.5","20,137.2"
Germany,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"1,541.1","1,725.0","1,866.4","2,048.6","2,112.0","2,205.4","2,292.0"
Colombia,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,315.8,322.9,320.9,337.9,404.7,469.3,498.0
Belgium,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,787.8,807.7,808.4,861.2,877.4,893.2,911.6
Australia,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"2,226.9","2,308.6","2,388.1","2,542.3","2,651.7","2,704.9","2,773.5"
Argentina,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,372.9,430.8,451.9,541.5,643.6,701.0,743.8
Austria,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,381.2,406.4,423.8,447.0,466.6,471.4,480.5
Canada,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"4,516.2","4,507.2","4,511.8","4,617.5","4,581.9","4,559.1","4,580.2"
Brazil,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"2,661.2","2,726.1","2,882.0","2,963.2","3,403.9","3,863.9","4,267.2"
Switzerland,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,238.3,249.7,263.3,271.5,289.9,297.7,305.8
Mexico,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"3,744.9","3,702.2","3,763.7","3,652.2","3,752.1","3,994.9","4,208.7"
South Korea,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"3,548.3","3,700.3","3,582.1","3,654.5","3,890.2","4,183.4","4,236.6"
Japan,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"13,135.9","12,122.6","11,785.4","10,279.4","10,133.4","9,619.1","9,113.5"
Netherlands,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,885.8,915.3,990.0,"1,032.1","1,049.6","1,061.5","1,083.6"
Malaysia,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"2,040.9","2,015.1","2,009.7","1,943.9","1,853.1","1,903.5","1,915.9"
Philippines,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,357.6,376.2,391.5,363.1,375.2,411.3,447.6
Norway,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,309.7,311.4,332.9,423.8,480.4,466.0,459.7
New Zealand,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,225.0,230.0,235.0,266.6,300.6,315.9,323.0
Israel,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,880.8,858.3,845.4,882.2,898.7,782.7,756.8
India,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,635.4,655.0,678.5,564.0,632.6,718.5,809.7
Italy,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"1,162.5","1,124.9","1,122.0","1,018.8","1,075.9","1,082.7","1,084.1"
Ireland,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,129.2,130.6,133.3,140.3,151.4,156.1,161.2
Greece,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,313.3,319.4,344.9,403.0,427.1,419.9,411.8
United Kingdom,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"3,794.1","3,853.1","3,992.3","4,295.3","4,409.1","4,502.8","4,590.0"
"Hong Kong, China",Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,374.5,358.4,350.8,313.6,326.0,320.0,311.9
Indonesia,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"1,310.3","1,228.0","1,125.8",895.1,891.5,910.1,921.4
Peru,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,519.5,512.7,508.6,445.9,445.2,483.2,514.4
Portugal,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,322.2,317.8,314.0,326.0,345.2,343.0,343.0
Saudi Arabia,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"4,872.8","3,858.7","3,424.4","3,413.0","3,425.8","3,508.1","3,587.3"
Sweden,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,832.5,930.4,"1,014.4","1,016.6","1,104.1","1,159.6","1,224.6"
Thailand,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"2,356.8","2,360.4","2,483.0","2,444.0","2,362.1","2,537.5","2,742.8"
Singapore,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,270.2,263.7,266.1,264.6,272.0,273.5,278.3
Turkey,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"1,680.1","1,909.8","2,141.1","2,336.3","2,641.8","2,974.6","3,224.8"
Taiwan,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,717.4,690.8,672.7,662.3,648.3,641.1,633.4
USA,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"54,745.6","56,514.2","58,065.2","59,749.1","60,700.0","59,317.0","59,241.7"
United Arab Emirates,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,724.0,676.8,660.6,638.4,659.7,675.5,693.2
Vietnam,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,"2,282.2","2,444.2","2,618.3","2,746.0","2,847.0","3,048.9","3,233.7"
Venezuela,Soft Drinks Packaging,Total,Metal Beverage Cans,Retail/off-trade Unit Volume,million units,64.4,54.7,44.2,36.1,39.0,46.5,49.6
USA,Soft Drinks Packaging,Total,Metal Bottles,Retail/off-trade Unit Volume,million units,92.0,87.9,88.3,94.6,98.9,86.1,81.8
Sweden,Soft Drinks Packaging,Total,Metal Bottles,Retail/off-trade Unit Volume,million units,-,-,-,-,-,-,-
Italy,Soft Drinks Packaging,Total,Metal Bottles,Retail/off-trade Unit Volume,million units,4.7,6.2,7.7,7.3,8.1,8.3,8.5
Netherlands,Soft Drinks Packaging,Total,Metal Bottles,Retail/off-trade Unit Volume,million units,35.4,36.9,38.6,40.7,42.0,42.0,42.5
Japan,Soft Drinks Packaging,Total,Metal Bottles,Retail/off-trade Unit Volume,million units,"3,160.2","3,653.6","3,808.5","3,766.8","3,920.1","4,048.0","4,333.6"
South Korea,Soft Drinks Packaging,Total,Metal Bottles,Retail/off-trade Unit Volume,million units,22.9,24.7,27.7,28.6,33.3,43.8,55.8
Mexico,Soft Drinks Packaging,Total,Metal Bottles,Retail/off-trade Unit Volume,million units,22.3,24.8,27.6,28.5,31.5,36.1,39.7
Spain,Soft Drinks Packaging,Total,Metal Bottles,Retail/off-trade Unit Volume,million units,2.6,2.3,1.6,1.6,1.5,1.2,0.9
France,Soft Drinks Packaging,Total,Metal Bottles,Retail/off-trade Unit Volume,million units,109.8,108.3,101.5,104.8,95.9,100.9,100.8
Brazil,Soft Drinks Packaging,Total,Metal Food Cans,Retail/off-trade Unit Volume,million units,-,-,-,-,-,-,-
Canada,Soft Drinks Packaging,Total,Metal Food Cans,Retail/off-trade Unit Volume,million units,15.0,13.7,12.3,12.5,11.4,13.6,14.3
Australia,Soft Drinks Packaging,Total,Metal Food Cans,Retail/off-trade Unit Volume,million units,11.5,11.2,11.0,10.6,11.3,11.0,10.8
Thailand,Soft Drinks Packaging,Total,Metal Food Cans,Retail/off-trade Unit Volume,million units,0.5,0.5,0.5,0.4,0.4,0.6,0.7
USA,Soft Drinks Packaging,Total,Metal Food Cans,Retail/off-trade Unit Volume,million units,39.8,37.5,35.8,37.5,36.6,36.7,35.2
Venezuela,Soft Drinks Packaging,Total,Metal Food Cans,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Arab Emirates,Soft Drinks Packaging,Total,Metal Tins,Retail/off-trade Unit Volume,million units,0.8,0.9,0.9,0.9,0.9,0.9,1.0
Turkey,Soft Drinks Packaging,Total,Metal Tins,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,Soft Drinks Packaging,Total,Metal Tins,Retail/off-trade Unit Volume,million units,-,-,-,-,-,-,-
Norway,Soft Drinks Packaging,Total,Metal Tins,Retail/off-trade Unit Volume,million units,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Italy,Soft Drinks Packaging,Total,Metal Tins,Retail/off-trade Unit Volume,million units,1.4,1.5,1.5,1.4,1.5,1.2,1.2
Greece,Soft Drinks Packaging,Total,Metal Tins,Retail/off-trade Unit Volume,million units,0.1,0.1,0.1,0.0,0.0,0.0,0.0
Switzerland,Soft Drinks Packaging,Total,Other Metal,Retail/off-trade Unit Volume,million units,-,-,-,-,-,-,-
Canada,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,278.5,264.5,248.1,236.5,225.8,223.4,215.2
Switzerland,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Brazil,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,20.3,19.8,18.3,15.1,14.5,14.4,13.7
Austria,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Australia,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,2.3,2.2,1.9,2.7,2.9,3.0,3.1
Belgium,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Spain,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colombia,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,-,-,-,-,-,-,-
Germany,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,25.0,24.4,24.0,23.9,23.0,22.9,22.7
China,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,14.2,13.8,12.9,10.5,8.2,6.5,4.9
France,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,1.8,2.0,2.2,1.9,2.1,2.4,2.6
"Hong Kong, China",Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Indonesia,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,738.7,727.9,680.7,636.1,683.7,711.3,738.4
India,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,83.3,88.8,96.1,103.4,105.7,112.8,118.9
Norway,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Mexico,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,37.3,36.9,37.5,39.4,38.8,36.8,36.3
South Korea,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,4.2,4.9,5.1,5.1,6.8,6.8,6.5
Japan,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,5.5,5.8,5.6,5.0,5.2,5.6,5.8
Italy,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,0.4,0.4,0.5,0.5,0.5,0.5,0.5
Saudi Arabia,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,1.1,1.2,1.2,0.9,0.9,0.8,0.8
Sweden,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Turkey,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Singapore,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,0.1,0.1,0.1,0.0,0.1,0.1,0.1
Taiwan,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Venezuela,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,0.6,0.5,0.3,0.2,0.2,0.2,0.2
USA,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,451.6,435.4,416.5,431.1,428.3,469.0,489.1
Vietnam,Soft Drinks Packaging,Total,Paper-based Containers,Retail/off-trade Unit Volume,million units,7.8,8.3,8.8,9.3,9.6,10.2,10.9
France,Soft Drinks Packaging,Total,Bag In Box,Retail/off-trade Unit Volume,million units,-,-,-,-,0.0,0.0,0.0
Germany,Soft Drinks Packaging,Total,Bag In Box,Retail/off-trade Unit Volume,million units,0.2,0.2,0.2,0.2,0.2,0.1,0.1
Australia,Soft Drinks Packaging,Total,Bag In Box,Retail/off-trade Unit Volume,million units,2.3,2.2,1.9,2.7,2.9,3.0,3.1
Brazil,Soft Drinks Packaging,Total,Bag In Box,Retail/off-trade Unit Volume,million units,0.3,0.3,0.3,0.4,0.4,0.4,0.4
Switzerland,Soft Drinks Packaging,Total,Composite Containers,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada,Soft Drinks Packaging,Total,Composite Containers,Retail/off-trade Unit Volume,million units,2.0,1.8,1.6,1.5,1.3,1.4,1.4
Belgium,Soft Drinks Packaging,Total,Composite Containers,Retail/off-trade Unit Volume,million units,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Austria,Soft Drinks Packaging,Total,Composite Containers,Retail/off-trade Unit Volume,million units,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Germany,Soft Drinks Packaging,Total,Composite Containers,Retail/off-trade Unit Volume,million units,24.8,24.2,23.8,23.7,22.8,22.7,22.5
Colombia,Soft Drinks Packaging,Total,Composite Containers,Retail/off-trade Unit Volume,million units,-,-,-,-,-,-,-
Spain,Soft Drinks Packaging,Total,Composite Containers,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,Soft Drinks Packaging,Total,Composite Containers,Retail/off-trade Unit Volume,million units,1.8,1.9,2.1,1.8,2.0,2.2,2.4
Italy,Soft Drinks Packaging,Total,Composite Containers,Retail/off-trade Unit Volume,million units,0.1,0.1,0.1,0.1,0.1,0.1,0.1
South Korea,Soft Drinks Packaging,Total,Composite Containers,Retail/off-trade Unit Volume,million units,0.4,0.4,0.4,0.4,0.5,0.6,0.6
Mexico,Soft Drinks Packaging,Total,Composite Containers,Retail/off-trade Unit Volume,million units,1.6,1.6,1.6,1.7,1.7,1.8,1.8
Vietnam,Soft Drinks Packaging,Total,Composite Containers,Retail/off-trade Unit Volume,million units,5.1,5.5,6.0,6.4,6.7,7.2,7.7
USA,Soft Drinks Packaging,Total,Composite Containers,Retail/off-trade Unit Volume,million units,183.4,177.7,166.3,170.6,164.1,204.7,221.2
Venezuela,Soft Drinks Packaging,Total,Composite Containers,Retail/off-trade Unit Volume,million units,0.6,0.5,0.3,0.2,0.2,0.2,0.2
USA,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,268.2,257.7,250.2,260.5,264.2,264.3,267.8
Taiwan,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Vietnam,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,2.6,2.8,2.8,2.9,2.9,3.0,3.2
Singapore,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,0.1,0.1,0.1,0.0,0.1,0.1,0.1
Turkey,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peru,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Sweden,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,1.1,1.2,1.2,0.9,0.9,0.8,0.8
Mexico,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,35.7,35.2,35.9,37.7,37.1,35.0,34.5
South Korea,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,3.8,4.4,4.6,4.7,6.3,6.2,5.9
Italy,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,0.3,0.3,0.4,0.4,0.4,0.4,0.4
Japan,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,5.5,5.8,5.6,5.0,5.2,5.6,5.8
Norway,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,0.4,0.4,0.4,0.4,0.4,0.4,0.4
France,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,-,0.1,0.1,0.1,0.1,0.2,0.2
"Hong Kong, China",Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,0.2,0.2,0.2,0.2,0.2,0.2,0.2
India,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,83.3,88.8,96.1,103.4,105.7,112.8,118.9
Indonesia,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,738.7,727.9,680.7,636.1,683.7,711.3,738.4
Spain,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,14.2,13.8,12.9,10.5,8.2,6.5,4.9
Canada,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,276.5,262.7,246.4,235.1,224.5,222.0,213.7
Switzerland,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Brazil,Soft Drinks Packaging,Total,Folding Cartons,Retail/off-trade Unit Volume,million units,20.0,19.5,18.0,14.7,14.1,14.0,13.3
Brazil,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"17,075.2","17,412.7","17,840.9","16,558.2","17,233.3","18,121.7","18,859.0"
Canada,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"5,041.1","5,197.1","5,364.1","5,607.6","5,651.5","5,691.5","5,849.3"
Switzerland,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"1,630.9","1,626.8","1,606.1","1,667.3","1,654.7","1,655.2","1,659.4"
Austria,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"1,240.7","1,277.9","1,317.7","1,383.5","1,433.4","1,369.5","1,343.1"
Argentina,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"6,947.4","6,642.6","5,864.4","6,248.1","6,537.7","6,857.2","7,053.9"
Belgium,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"2,110.2","2,179.3","2,142.9","2,278.8","2,236.5","2,246.9","2,250.2"
Australia,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"2,556.7","2,588.7","2,565.0","2,472.0","2,493.3","2,540.8","2,567.6"
China,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"107,289.5","112,375.6","117,439.8","115,769.5","122,674.1","129,671.3","136,460.7"
Chile,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"2,384.8","2,331.2","2,518.3","2,545.6","3,047.8","3,135.9","3,258.0"
Colombia,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"4,257.9","4,474.3","4,413.8","4,386.7","4,997.5","5,682.8","5,820.5"
Germany,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"16,830.6","17,464.0","17,255.4","17,447.9","17,195.3","17,400.5","17,319.2"
Spain,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"7,971.9","8,101.4","8,366.1","8,715.3","8,643.5","8,614.8","8,628.5"
Denmark,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,581.8,594.3,602.7,641.0,697.3,716.5,728.8
Finland,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,377.2,415.9,424.9,460.2,494.7,517.7,541.0
France,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"10,512.1","10,896.7","10,767.7","10,768.7","10,737.7","10,949.7","11,060.7"
Ireland,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,792.9,821.2,858.1,945.7,969.2,985.8,"1,008.8"
Italy,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"11,910.7","11,663.4","11,714.3","11,101.4","11,659.5","11,906.6","12,018.0"
India,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"13,528.9","15,445.4","17,675.7","15,852.0","17,081.2","18,843.7","20,880.8"
Israel,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,859.5,867.2,868.7,896.2,908.2,839.6,833.9
Indonesia,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"39,804.3","41,058.1","42,904.5","36,996.8","38,081.7","39,249.9","40,525.3"
"Hong Kong, China",Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"1,151.5","1,190.9","1,222.1","1,123.3","1,171.7","1,174.4","1,225.7"
United Kingdom,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"8,161.9","8,549.4","8,655.5","8,758.2","9,079.1","9,252.6","9,347.0"
Greece,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,766.2,805.6,861.6,922.4,958.2,966.1,979.0
Norway,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,464.7,466.1,471.4,556.3,604.7,588.5,572.7
New Zealand,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,231.2,235.5,238.6,256.8,280.3,290.9,286.1
Philippines,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"7,466.9","7,584.9","7,932.2","7,757.7","7,940.7","8,524.0","9,140.6"
Netherlands,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"1,689.9","1,819.5","1,842.0","1,808.1","1,850.3","1,851.4","1,891.0"
Malaysia,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"1,404.4","1,470.9","1,553.9","1,595.0","1,573.0","1,616.0","1,667.2"
South Korea,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"4,869.0","5,451.0","5,943.8","6,621.7","7,319.2","7,984.4","8,585.9"
Japan,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"25,829.9","27,561.6","27,610.3","26,802.2","27,977.7","29,391.4","30,059.7"
Mexico,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"20,839.7","21,386.5","21,946.9","22,225.9","22,164.9","22,880.2","23,540.8"
Saudi Arabia,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"11,221.6","10,719.2","10,580.1","9,410.0","9,551.5","9,792.0","10,116.4"
Sweden,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,821.5,921.2,914.0,835.5,853.2,875.9,898.7
Peru,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"2,184.5","2,167.3","2,161.5","1,764.3","2,024.9","2,153.7","2,220.3"
Portugal,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"1,046.3","1,075.7","1,101.3","1,148.8","1,202.1","1,253.3","1,266.9"
Taiwan,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"2,272.4","2,255.8","2,264.3","2,319.4","2,330.4","2,373.2","2,418.3"
Turkey,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"4,605.3","5,064.6","5,362.0","5,309.9","5,598.8","5,898.0","6,110.9"
Singapore,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,213.6,210.8,213.2,215.3,216.0,223.5,229.0
